"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Giuseppe","Italy","Solo traveller","3.8","Poor","9 February 2014","only the position","welcome to ckec-in I found only staff who spoke English / German and very rude, the room opposite to the previous year was very cramped the bathroom was directly placed with the bed and above all the tv channels were not included as foreign rule should be, locked rooms with strange smell and comfort definitely the poor relation price / quality 'and not' reasonable","","solamente la posizione","l'accoglienza al ckec-in ho trovato solamente personale che parlava inglese/tedesco e molto scortesi, la  camera al contrario dell'anno precedente era molto stretta il bagno era direttamente posta con il letto e sopratutto la tv non erano inseriti canali stranieri come di norma dovrebbe essere , camere con strano odore di rinchiuso e comfort scadente sicuramente il rapporto prezzo/qualita' non e' congruo","",
"Nadine","Germany","Solo traveller","9.2","Superb","5 February 2014","'m Regular visitor for years! Can really recommend this hotel. Super Central! 3 stops to the Zoo ... Many shops etc. nearby. Good connection!","is nothing I did not like!","","Bin seit Jahren Stammgast! Kann dieses Hotel echt weiter empfehlen. Super Zentral! 3 Stationen bis zum Zoo ... Viele Geschäfte etc. in der nähe. Gute Anbindung!","gibt nichts was mir nicht gefallen hat !","",
"Brigitta","Austria","Group of friends","10","Exceptional","5 February 2014","The hotel is ideally situated for visitors to the Deutsche Oper, close to a metro station and convenient access to Tegel Airport. Our room was spotless and was cleaned yet even without prompting, as we left it until the afternoon one day.","Free Wi-Fi should now be self-evident in every hotel. It costs 12 € for 24 hours! Also the
Breakfast price of 15 € is heavily overpriced, what causes you go to the bakery around the corner, which can have breakfast far cheaper!","","Das Hotel liegt ideal für Besucher der Deutschen Oper, in unmittelbarer Nähe einer U-Bahn-Station und in günstiger Lage zum Flughafen Tegel. Unser Zimmer war tadellos und wurde sogar noch ohne Aufforderung gereinigt, als wir es eines Tages erst nachmittags verließen.","Gratis-WLAN sollte inzwischen eigentlich in jedem Hotel selbstverständlich sein. Hier kostet es 12 € für 24 Stunden! Auch der
Frühstückspreis von 15 € ist stark überteuert, was dazu führt, dass man zum Bäcker ums Eck geht, bei dem es sich weit günstiger frühstücken lässt!","",
"Ludmila","Poland","Group of friends","7.9","Good","5 February 2014","The perfect hotel for weekend getaways. Parking on the streets for free.","","","Idealny hotel na wypady weekendowe. Parking na ulice za darmo.","","",
"Katrin","Germany","Solo traveller","10","Exceptional","4 February 2014","Breakfast, everything was great, I'll be back !!!!","","","Frühstück, alles super ich komme wieder!!!!","","",
"Andreas","Germany","Couple","9.6","Exceptional","4 February 2014","Furnishings of rooms; Luggage storage after check-out; Quiet at night on the floor and on the street, 1a position to the underground.","","","Einrichtung der Zimmer; Gepäckaufbewahrung nach dem Auschecken;  Nachts ruhig auf der Etage und auf der Straße, 1a Lage zur U-Bahn.","","",
"Ioannis","Greece","Couple","7.5","Good","4 February 2014","Thanksgiving and helpful staff
Computers with Internet access in Lobby (Free)","The room though was very good, seemed to have been renovated not long ago (unkempt walls)
There was free Wi-Fi","","Eυχάριστο και εξυπηρετικό προσωπικό
Υπολογιστές με πρόσβαση στο Internet στο Lobby(δωρεάν)","Το δωμάτιο αν και ήταν πολύ καλό,έμοιαζε να μη έχει ανακαινιστεί εδώ και καιρό(απεριποίητοι οι τοίχοι)
Δεν είχε free Wi-Fi","",
"Tatiana","Russia","Family","8.8","Fabulous","4 February 2014","The hotel is really very convenient. 109 bus from the airport, 15 minutes and you are already in place. Near the hotel there is a shop, bakery, fruit store, etc. Very nice staff (in addition English speaking). Tickets for the total transport can be purchased directly at the reception, it is very convenient. The room is spacious enough, cleaning every day.About the breakfast is nothing I can not write, because We did not order it (as I said, right across from the hotel bakery is open from 5 am). Impressions were very good.","Bathroom has no door (just a room with a shower everything was ok) and that & quot; hole & quot; goes directly to the side of the bed, uncomfortable somehow. The cabinet did not have extra blankets and pillows (they are very thin, not very convenient). Perhaps all","","До отеля действительно очень удобно добираться. На 109 автобусе от аэропорта, 15 минут и вы уже на месте. Около отеля есть магазин, пекарня, фруктовый магазин и т.д. Очень милый персонал (вдобавок англоговорящий). Билеты на общ транспорт можно купить прямо на ресепшене-это очень удобно. Номер достаточно просторный, уборка производилась каждый день. Про завтрак ничего написать не могу, т.к. мы его не заказывали (как я и сказала, прямо напротив отеля пекарня, работает с 5 утра). Впечатления остались очень хорошие.","Ванная комната была без двери (именно комната, с душевой кабиной все было ок) и эта "дыра" выходила прямо на сторону кроватей-неуютно как-то. В шкафу не было дополнительных одеял и подушек (они очень тонкие, не совсем удобно). Пожалуй, все","",
"Fabio","Italy","Couple","10","Exceptional","3 February 2014","excellent value for money, proximity to subway cleaning and comfort of the rooms.","breakfast even if well paid a little miserable for us Italians. They do not serve espresso coffee","","ottimo rapporto qualità prezzo, vicinanza della metro pulizia e confort delle camere .","colazione anche se ben pagata un pò misera per noi italiani . Non servono caffè espresso","",
"Patryk","Poland","Couple","8.8","Fabulous","2 February 2014","standard, price, location - a well-stocked neighborhood, easy access to the center. We recommend!","Paid internet",""," standard, cena, lokalizacja - dobrze zaopatrzona okolica, łatwy dojazd do centrum. Polecamy!"," płatny internet","",
"Oleksandr","Ukraine","Couple","10","Exceptional","29 January 2014","Kitchen, chef, waiters.","You can add a Russian TV channel.","","Кухня,повар,официанты.","Можно добавить русский ТВ канал.","",
"Julia","Germany","Family","7.9","Good","27 January 2014","Atmosphere and cleanliness, unbeatable location for the trade fair and the subway, shopping in the area","high parking fee of 14.00 € / day would not be sufficient € 10.00? Just where the parking lot is also not the greatest. Shower in the room is a bit strange, and it was cold even though the air conditioning was set to 30 degrees","","Atmosphäre und Sauberkeit, unschlagbare Lage zur Messe und zur U-Bahn, Einkaufsmöglichkeiten in der Umgebung","hohe Parkplatzgebühr von 14,00 €/Tag, würden nicht 10,00 € auch ausreichen? Gerade wo der Parkplatz auch nicht der größte ist. Dusche direkt im Zimmer ist etwas gewöhnungsbedürftig, und es war kalt, obwohl die Klimaanlage auf 30 Grad gestellt war","",
"Jürgen","Germany","Couple","8.8","Fabulous","23 January 2014","Friendliness of the staff,
super breakfast buffet,
great location to the opera houses","","","Freundlichkeit des Personals,
super Frühstücksbufett,
tolle Lage zu den Opernhäusern","","",
"Eveline","Austria","Couple","7.9","Good","22 January 2014","great close to the metro station, buffet breakfast","","","nahe an der U-Bahnstation, tolles Frühstücksbuffet","","",
"Andrei","Romania","Couple","10","Exceptional","21 January 2014","Great!","","","Great!","","",
"Frank_CH","Switzerland","Solo traveller","5.8","Okay","21 January 2014","Large breakfast buffet","Wi-Fi for 1 hour should cost 5.90 euros. This is total demolition and no longer appropriate. Of course I did not use it.","","Grosses Frühstücksbuffet","WLAN für 1 Stunde sollte 5.90 Euro kosten. Das ist totaler Abriss und nicht mehr zeitgemäss. Natürlich habe ich es nicht genutzt.","",
"Joerg","Germany","Group of friends","7.5","Good","21 January 2014","Good hotel in a good location.","unfriendly staff, overwhelmed - missed Occupation
Breakfast was-although traveled only 5 persons for 6 persons cashed, no compromise !!
Thank you for the service !!
-Insufficient parking on site","","Gutes Hotel in guter Lage.","unfreundliches Personal, völlig überfordert - Beruf verfehlt
-obwohl nur mit 5 Personen angereist wurde für 6 Personen Frühstück abkassiert, kein Entgegenkommen!!
Vielen Dank für den Service!!
-unzureichende Parkmöglichkeiten am Hotel","",
