"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Ayelet","Israel","Couple","7.9","Good","22 September 2014","","","","","","",
"Dalia","Israel","Family","9.6","Exceptional","24 August 2014","","","","","","",
"Michael","Israel","Solo traveller","7.9","Good","27 July 2014","","","","","","",
"Núria","Spain","Couple","8.8","Fabulous","10 October 2014","","","","","","",
"Dalibor","Switzerland","Couple","7.9","Good","8 October 2014","","","","","","",
"Areej","Saudi Arabia","Group of friends","8.3","Very good","7 October 2014","","","","","","",
"Maarten","Netherlands","Group of friends","7.5","Good","5 October 2014","","","","","","",
"Aline","Brazil","Couple","9.2","Superb","2 October 2014","","","","","","",
"Carlos","El Salvador","Solo traveller","9.6","Exceptional","30 September 2014","","","","","","",
"Stephan","Belgium","Couple","8.8","Fabulous","25 September 2014","","","","","","",
"Kathrin","Germany","Couple","7.1","Good","24 September 2014","","","","","","",
"Klaus","Germany","Couple","9.2","Superb","23 September 2014","","","","","","",
"Fabio","Italy","Couple","8.3","Very good","17 September 2014","","","","","","",
"Wilfried","Germany","Couple","9.6","Gutes Hotel in zentraler Lage","17 September 2014","","","","","","",
"Jacqueline","Germany","Couple","6.3","Pleasant","9 September 2014","","","","","","",
"Hans","Germany","Solo traveller","7.5","Good","7 September 2014","","","","","","",
"Peri","Poland","Solo traveller","10","Exceptional","6 September 2014","","","","","","",
"Jurgen","France","Couple","9.2","Superb","2 September 2014","","","","","","",
"Roberto","Italy","Couple","7.9","Buono","26 August 2014","","","","","","",
"Klaida","Italy","Couple","7.9","Good","21 August 2014","","","","","","",
"Peter","Germany","Couple","10","Exceptional","19 August 2014","","","","","","",
"Juliusz","Poland","Couple","7.9","Good","18 August 2014","","","","","","",
"Trang","Germany","Group of friends","8.3","Empfehlenswert","16 August 2014","","","","","","",
"Monika","Norway","Couple","8.8","Fabulous","14 August 2014","","","","","","",
"Juan","Argentina","Couple","7.9","Good","12 August 2014","","","","","","",
"Viola","Germany","Couple","7.1","Good","10 August 2014","","","","","","",
"Klaus-dieter","Germany","Couple","7.1","Good","5 August 2014","","","","","","",
"Jan-olof","Sweden","Solo traveller","7.5","Good","5 August 2014","","","","","","",
"Andrzej","Poland","Couple","7.1","Good","3 August 2014","","","","","","",
"Sebastian","Germany","Couple","9.2","Superb","30 July 2014","","","","","","",
"Jessica","Germany","Couple","9.6","Exceptional","28 July 2014","","","","","","",
"Andreas","Denmark","Couple","6.7","Pleasant","27 July 2014","","","","","","",
"George","Netherlands","Couple","7.5","Good","26 July 2014","","","","","","",
"Yulia","Russia","Couple","7.1","Good","20 July 2014","","","","","","",
"Adrian","Germany","Couple","7.5","Good","20 July 2014","","","","","","",
"Mengya","Italy","Solo traveller","7.5","Good","3 July 2014","","","","","","",
"Karl-heinz","Germany","Couple","8.3","Very good","3 July 2014","","","","","","",
"Thomas","Germany","Solo traveller","9.2","Superb","3 July 2014","","","","","","",
"Türkan","Germany","Couple","7.9","Good","2 July 2014","","","","","","",
"pgloeckl","Germany","Family","9.6","Exceptional","1 July 2014","","","","","","",
"Issam","Germany","Solo traveller","6.7","Pleasant","25 June 2014","","","","","","",
"Ferdinando","Germany","Couple","4.2","Disappointing","24 June 2014","","","","","","",
"Philipp","Germany","Couple","7.1","Good","23 June 2014","","","","","","",
"Karin","Germany","Couple","9.2","Superb","20 June 2014","","","","","","",
"Victor","Russia","Solo traveller","10","Exceptional","13 June 2014","","","","","","",
"Jennifer","Germany","Group of friends","8.8","Fabulous","8 June 2014","","","","","","",
"Björn","Germany","Couple","7.5","Good","6 June 2014","","","","","","",
"Alexandr","Russia","Couple","7.5","Good","4 June 2014","","","","","","",
"Stefan","Germany","Couple","8.3","Very good","29 May 2014","","","","","","",
"Fabrizio","Italy","Couple","7.1","Good","20 May 2014","","","","","","",
"Franco","Germany","Couple","6.3","Pleasant","17 May 2014","","","","","","",
"Hans-rudolf","Germany","Couple","6.7","Pleasant","15 May 2014","","","","","","",
"Oliver","Germany","Couple","8.3","Very good","13 May 2014","","","","","","",
"Stephanie","France","Solo traveller","7.5","Good","8 May 2014","","","","","","",
"Nico","Germany","Couple","8","Very good","30 April 2014","","","","","","",
"Benjamin","Germany","Couple","7.1","Good","30 April 2014","","","","","","",
"Jürgen","Germany","Couple","8.8","Fabulous","24 April 2014","","","","","","",
"Dirk","Belgium","Group of friends","7.9","Good","23 April 2014","","","","","","",
"Attila","Hungary","Couple","10","Exceptional","22 April 2014","","","","","","",
"Sabrina","Germany","Couple","5","Passable","22 April 2014","","","","","","",
"Jens","Germany","Solo traveller","7.9","Good","11 April 2014","","","","","","",
"Mario","Italy","Group of friends","9.6","Exceptional","4 April 2014","","","","","","",
"Pasquale","Italy","Couple","6.3","Pleasant","2 April 2014","","","","","","",
"Hubertus","Belgium","","8.3","Very good","25 March 2014","","","","","","",
"Alfred","Germany","","8.3","Very good","23 March 2014","","","","","","",
"Dirk","Germany","","8.8","Fabulous","18 March 2014","","","","","","",
"Hans-werner","Germany","","10","Exceptional","15 March 2014","","","","","","",
"Franziskus","Austria","","8.3","Very good","13 March 2014","","","","","","",
"Kaj","Sweden","","9.5","Exceptional","21 February 2014","","","","","","",
"Lene","Denmark","","7.1","Good","20 February 2014","","","","","","",
"Dietmar","Germany","","10","Exceptional","18 February 2014","","","","","","",
"Olaf","Germany","","10","Exceptional","17 February 2014","","","","","","",
"Cosimo","Italy","","7.9","Good","16 February 2014","","","","","","",
"Toos","Netherlands","","5.8","Okay","11 February 2014","","","","","","",
"Haralds","Latvia","","7.9","Good","10 February 2014","","","","","","",
"Yvonne","Netherlands","","7.5","Good","6 January 2014","","","","","","",
"Marion","Germany","","10","Exceptional","3 January 2014","","","","","","",
"Ján","Slovakia","","10","Exceptional","2 January 2014","","","","","","",
"Åsa","Sweden","","9.6","Exceptional","27 December 2013","","","","","","",
"Martin","Germany","","8.3","Very good","26 December 2013","","","","","","",
"Michael","Switzerland","","8.3","Very good","22 November 2013","","","","","","",
"Katrin","Germany","","8.3","Very good","10 November 2013","","","","","","",
"Stanislaw","Germany","","8.3","Very good","6 November 2013","","","","","","",
"Peter","Germany","","7.5","Good","29 October 2013","","","","","","",
"Ziqi","Germany","","7.1","Good","25 September 2013","","","","","","",
"Stefania","Italy","","10","Exceptional","7 September 2013","","","","","","",
"Anna","Slovakia","","9.5","Exceptional","30 August 2013","","","","","","",
"Stefanie","Germany","","6.7","Pleasant","29 August 2013","","","","","","",
"Andrea","Germany","","7.9","Good","15 August 2013","","","","","","",
"Roberto","Italy","","7.5","Good","14 August 2013","","","","","","",
"Anonymous","Israel","","9.6","Exceptional","18 October 2013","Attitude, meticulous cleanliness and location","No suitable closet shelves","","היחס, הניקיון המוקפד והמיקום","בארון אין מדפים מתאימים","",
"Anonymous","Israel","","8.8","Fabulous","31 August 2013","Clean, decorated in style and at a high level, very courteous staff, we got everything we asked for quickly and willingly. Good location close to the prestigious Avenue Kodama walking distance to metro stations nearby and a few minutes walk. Highly recommended for those looking for a clean and comfortable place to sleep.","Breakfast is a bit expensive.","","נקי, מעוצב בסטייל וברמה גבוהה, צוות אדיב מאוד, כל מה שביקשנו קיבלנו במהירות וברצון. מיקום טוב קרוב לשדרת הקודאם היוקרתית מרחק הליכה ויש תחנות מטרו קרובות מספר דקות הליכה. מומלץ בחום למי שמחפש מקום נקי ונוח לישון.","ארוחת הבוקר מעט יקרה.","",
"Anonymous","Germany","","7.5","Good","9 October 2014","Very friendly staff and the location.","Breakfast too expensive, preferred to go in one of the surrounding cafes.","","Sehr freundliches Personal und die Lage.","Frühstück zu teuer, sind lieber in eines der umliegenden Cafes gegangen.","",
"Anonymous","Germany","","7.9","Good","23 September 2014","quiet room
clean
generously
sauna
good bed","complete understaffing reception both on-and at the hotel!
breakfast and breakfast staff moderate, somewhat rude and poor filling of tenders","","ruhiges zimmer
sauber
grosszügig
sauna
gutes Bett","völlige Unterbesetzung der Rezeption sowohl bei an-als auch bei abreise
frühstück und frühstückpersonal mässig, etwas unfreundlich und schlechte Auffüllung der Angebote","",
