"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Inna","Russia","","9.2","Superb","11 November 2013","The hotel is located in the center of Berlin, close to the zoo and aquarium. Clean, tidy room. Very good Wi-Fi. There is a small kitchen: sink, stove, refrigerator. Towels, shower gel, soap, all in stock. Attentive staff. You can also have breakfast (continental breakfast) at the hotel for a fee.","All kitchen appliances are issued for a for a fee: EUR 5 per day or 20 euros per week. Unfortunately, there are no rooms with two separate beds. The rooms only a double bed (~ 140-150 cm.).","","Отель расположен в центре Берлина, недалеко от зоопарка и аквариума.  Чистый, аккуратный номер. Очень хороший Wi-Fi. Есть небольшая кухня: раковина, плита, холодильник. Полотенца, гель для душа, мыло-всё в наличии. Внимательный персонал. Также можно позавтракать (континентальный завтрак) в отеле за отдельную плату.","Все кухонные принадлежности выдаются за отдельную за плату: 5 евро в сутки или 20 евро за неделю. К сожалению, нет номеров с двумя отдельными кроватями. В номерах только двуспальная кровать (~ 140-150 см.).","",
"Maksim","Russia","","9.2","Superb","5 November 2013","Nice hotel. Excellent geographical location! Situated within walking distance from the station U-Bahn Wittenbergplatz in a quiet and peaceful place. Walking distance to the zoo, the aquarium, the Tiergarten and KaDeWe. Go to the room and service complaints. Breakfast is not taken. Good internet.Berlin was the first time, so do not compare with anything, but the experience of the hotel only positive !!!","Serious deficiencies were noted.","","Хороший отель. Отличное территориальное расположение! Находится в пешей доступности от станции U-Bahn Wittenbergplatz в тихом и спокойном месте. Пешком можно дойти до зоопарка, аквариума, Тиргартена и KaDeWe. К номерам и обслуживанию претензий нет. Завтраки не брали. Хороший интернет.В Берлине были впервые, так что сравнить не с чем, но впечатления об отеле только положительные!!!","Серьезных недостатков замечено не было.","",
"Jonathan","Switzerland","","8.8","Fabulous","31 October 2013","Located Super, super price thanks to Genius, fine breakfast","","","Super Gelegen, Super Preis dank Genius, feines Frühstück","","",
"Peter","Germany","","7.5","Good","31 October 2013","Uncomplicated! Would that hotel again Book safety shoes in the morning:-)","Bottom paragraph in the bathroom! Tripping or injury!","","Unkompliziert! Würde das Hotel immer wieder Buchen Sicherheitsschuhe am Morgen :-)","Bodenabsatz im Bad! Stolper- und Verletzungsgefahr!","",
"Daisuke","Japan","","9.6","Exceptional","30 October 2013","It was basically clean.
There was no pity from nearby bus stop from the station.","Was lingering a little to look honest.","","基本的に綺麗だった。
駅からもバス停からも近く不憫が無かった。","正直探すのに少々手間取った。","",
"Lola","Belgium","","7.1","Good","28 October 2013","Very clean, but no computer at the front desk, and when you travel you always TAKEN not your computer. Breakfast good but charged more.
Location near lovely park.","","","Très propre, mais pas d'ordinateur disponible à la réception, et quand tu voyages tu emportes pas toujours ton ordinateur avec. Petit déjeuner bon mais facturé en plus.
Situation près de parc très agréable.","","",
"E.j.m.","Netherlands","","7.1","Good","25 October 2013","Room practical furnished with Small kitchenette
Modern, fresh, clean
Friendly staff
Quiet neighborhood
Spacious parking","Bed is single bed with double mattress, this is not fine! For second person","","Kamer praktisch ingedeeld met Klein keukentje
Modern, fris, schoon
Vriendelijk personeel
Rustige buurt
Ruim parkeergelegenheid","Bed is eenpersoonsbed met tweepersoonsmatras, dit ligt voor tweede persoon niet fijn!","",
"Владимир","Russia","","9.6","Exceptional","16 October 2013","mestorospolozhenie","a small number","","месторосположение","маленький номер","",
"Лариса","Russia","","2.5","Very poor","16 October 2013","","We booked a room at the hotel and when we arrived, a member of staff on duty at the front desk said that this armor they have.
A hotel employee took charge for double occupancy, as a result we got in a single room, which was 1 blanket, 1 pillow, 1 set of towels and worn as a firearm curtains ....","","","Мы забронировали проживание в отеле и когда приехали, сотрудник  отеля, дежуривший на ресепш сказал, что такой брони у них нет.
Сотрудник отеля принял плату за двухместное размещение, в результате мы попали в одноместный номер, где было 1 одеяло, 1 подушка, 1 комплект полотенец и дырявые как от огнестрельного оружия шторы....","",
"Willem","Netherlands","","9.2","Superb","13 October 2013","Just exactly what it should be. Easily accessible and parking.","No hotel bar the nightly open","","Gewoon precies wat het moet zijn. Goed bereikbaar en met parkeergarage.","Geen hotelbar die s' avonds open is","",
