"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Rafael","Spain","Couple","6.7","Pleasant","5 September 2013","","We stayed in a room prepared for wheelchair. A bath
very large site where there was not to leave the vanity. Mido 1.70
height, and sitting on the toilet golgaban me the feet. The tv instead of
front of the bed was located laterally, so that only
one of the two could see and also lying on his side and covering the other. I have
traveled and had not ever happened to me. In conclusion: Do not
recommend this hotel to anyone (if they had warned me maybe opinase
otherwise).","","","Nos alojaron en una habitacion preparada para silla de ruedas. Un baño
muy grande donde no habia sitio ni para dejar el neceser. Mido 1,70 de
altura, y sentado en la taza me golgaban los piés. La tv en vez de estar
enfrente de la cama, estaba situada lateralmente, de tal forma que solo
uno de los dos podia verla y ademas echado de lado y tapando al otro. He
viajado bastante y no me habia pasado nunca. Concluyendo: No le
recomiendo este hotel a nadie (si me lo hubiesen avisado quizas opinase
de otra manera).","",
"Anna","Belgium","Group of friends","6.7","Pleasant","5 September 2013","The location is good. Very friendly concierge that provides quality advice. You can also rent bikes at the hotel which is an ideal way to explore the city.
Quality breakfast and extensive choice","Incidental things that might happen were:
* Was awarded us a smoking room, which until the next day could be mistaken for a non-smoking room on arrival.
* The change of the chamber was then lost our luggage after 2 hours was found a few rooms away (staff have done their best to solve this quickly)
* Every day, the towels were forgotten when cleaning (or taken away but not replaced by new ones)
* The hotel is pretty much visited by large groups every evening by bus make their appearance","","De ligging is goed. Zeer vriendelijke concierge die kwalitatieve raad geeft. Je kan in het hotel ook fietsen huren wat een ideale manier is om de stad te verkennen. 
Kwalitatief ontbijt en uitgebreide keuze","Incidentele dingen die misschien toevallig waren : 
* bij aankomst werd ons een rokerskamer toegekend, die pas de volgende dag kon verwisseld worden voor een niet-rokerskamer. 
* bij de wissel van de kamer werd onze bagage kwijtgespeeld die na 2 uur werd teruggevonden een paar kamers verder (personeel heeft wel zijn best gedaan om dit snel op te lossen)
* elke dag werden de handdoeken vergeten bij het schoonmaken (wel meegenomen maar niet vervangen door nieuwe)
*Het hotel wordt vrij sterk bezocht door grote groepen die elke avond per bus hun opwachting maken","",
"Fabrizio","Italy","Solo traveller","8.3","Very good","3 September 2013","the hotel is nice, the location pretty good, people can improve in reception - more smiling and friendly is better - but still professional enough.","","","l'hotel è bello, la posizione abbastanza buona, in reception le persone possono migliorare - più smiling e cordiali è meglio -, ma comunque abbastanza professionali.","","",
"Stefano","Italy","Couple","9.6","Exceptional","1 September 2013","Everything perfect. Ideal to see Berlin. Central location 500 meters from Alexander Platz. Excellent value for money. I highly recommend it","","","Tutto perfetto. Ideale per vedere Berlino. Zona centrale a 500 metri da Alexander Platz. Ottimo rapporto qualità prezzo. Lo consiglio vivamente","","",
"Gioacchino","Italy","Couple","4.2","Disappointing","1 September 2013","","a guy in the lobby was quite stroppy very irritating that I did not like the Italian x.","","","un ragazzo della hall era alquanto indisponente molto irritante penso che non aveva simpatia x gli Italiani.","",
"Frank","Germany","Couple","10","Exceptional","28 August 2013","we were ultimately only to sleep in the hotel ...
Have felt very comfortable: modern ambience, clean, new, friendly staff ... great location close to the tourist because Alex and still close to the Prenzlauer Berg district and the Berlin daily life ... (Park, cafes, many small shops)","","","wir waren letztlich nur zum schlafen im Hotel...
Haben uns super wohl gefühlt: modernes Ambiente, sauber, neu, freundliches Personal... tolle Lage weil dicht zum touristischen Alex und trotzdem nahe am prenzlauer Berg und dem berliner Alltagsleben... (Park, Cafés, viele kleine Läden)","","",
"Klaus","Germany","Group of friends","9.2","Superb","27 August 2013","Tolles Hotel","Park fees","","Tolles Hotel","Parkgebühren","",
"René","Germany","Couple","8.8","Fabulous","22 August 2013","Good value for money, attentive, friendly staff, good transport connections (tram stop almost outside the hotel M4)","","","Gutes Preis-Leistungsverhältnis, aufmerksames, freundliches Personal, gute Verkehrsanbindung (Straßenbahnhaltestelle M4 fast vor dem Hotel)","","",
"Henriette","Denmark","Couple","9.2","Superb","20 August 2013","The breakfast is really good and bed comfort as well. The rooms and the hotel is tastefully decorated.","","","Morgenmaden er virkelig god og sengekomforten ligeså. Værelserne og hotellet er smagfuldt indrettet.","","",
"João","Brazil","Couple","3.8","Poor","20 August 2013","Difficult to answer. Express Hotel.","Staff fully impessoal.entravamos and went out and no one noticed, completely unattended. Think anyone would come and would not be noticed. Is the hotel far away from everyone in the industry, you save on time but spends far more on taxi to move, despite being informed next. Charge up the air we breathe, wi-fi to 5.40 euros and 29.0 hours a day, breakfast 14,0 EUR per person / day. !!! Absurd Small apartment, not vacuumed daily, found to change the position of the bed that was positioned next to the TV. Box Bath unprotected, wet the whole bathroom to bathe and raising the risk of falling. Typical Express hotel, no more than one night.","","Difícil resposta. Hotel expresso.","Staff totalmente impessoal.entravamos e saíamos e ninguem percebia, totalmente sem atenção. Penso que qualquer um entraria e não seria percebido. É o hotel mais longe de todos do setor, você economiza na estadia mas gasta muito mais com taxi para se deslocar, apesar de informarem ser próximo. Cobram até o ar que respira, wi-fi a 5,40 euros a hora e 29,0 o dia, café da manhã a 14,0 euros por pessoa/dia. Absurdo!!!  Apartamento pequeno, não aspirado diariamente, constatamos ao alterar a posição da cama que estava posicionada de lado para a TV. Box de banho sem proteção, molhava todo o banheiro ao banhar-se e elevando o risco de queda. Típico hotel expresso, não mais que uma noite.","",
"Elsa","Spain","Group of friends","7.5","Good","14 August 2013","Excellent bathroom and comfortable","Prices breakfast, too expensive","","Baño excelente y habitación cómoda","Precios desayuno, demasiado caro","",
"Franco","Italy","Couple","7.1","Good","14 August 2013","the silence and tranquility","the inability of the receptionist to print a simple boarding pass.","","il silenzio e la tranquillità","l'incapacità dell'addetta alla reception di stampare una semplice carta d'imbarco.","",
"Erik","Denmark","Couple","5","Passable","14 August 2013","","The breakfast was lousy!
First, the food was mediocre and sparse, secondly, there was too little space for the many tourists.
Despite the fact that I had paid for the breakfast I chose not to attend the last two days.","","","Morgenmaden var elendig!
Dels var maden middelmådig og sparsom, dels var der alt for lidt plads til de mange turister.
På trods af at jeg havde betalt for morgenmaden undlod jeg at møde op de sidste to dage.","",
"Wolfgang","Germany","Couple","6.7","Pleasant","13 August 2013","","Price of breakfast for guests who just a normal breakfast and no
Breakfast would be too high. 7-8 euros would be realistic!","","","Preis des Frühstückes für Gäste die nur ein normales Frühstück und kein
Breakfast möchten zu hoch. 7 - 8 Euro wären realistisch!","",
"Genadi","Germany","Couple","6.3","Pleasant","13 August 2013","","recommended by them something inexpensive rooms are usually too loud and too small
they make about not specified","","","von ihnen empfohlene etwas preiswerte zimmer sind meistens zu laut und zu klein
sie machen darüber keine angaben","",
"Hartmut","Germany","Couple","7.5","Good","13 August 2013","","The fact that the room until 15:00 h are strictly available.","","","Dass die Zimmer strikt erst ab 15.00 h verfügbar sind.","",
"Bruno","Italy","Couple","9.2","Superb","12 August 2013","The courtesy","The service soaps in the bathroom of Room","","La cortesia","Il servizio saponi nel bagno della camera","",
"Lucas","Brazil","Solo traveller","5.8","Okay","12 August 2013","Clean, big and comfortable room.","Not have breakfast, expensive hotel does not have wi fi in the rooms and do not have public transport nearby.","","Quarto limpo, grande e confortavel.","Nao tem cafe da manha, hotel caro, nao tem wi fi nos quartos e nao tem transporte publico perto.","",
"Marcus","Israel","Group of friends","6.3","Pleasant","3 October 2014","","","","","","",
"ליעד","Israel","Group of friends","10","Exceptional","30 September 2014","","","","","","",
"Offer","Israel","Group of friends","9.6","Exceptional","16 September 2014","","","","","","",
"Erez","Israel","Couple","8.3","Very good","13 September 2014","","","","","","",
"Jonathan","Israel","Couple","10","Exceptional","9 September 2014","","","","","","",
"Amir","Israel","Couple","10","Exceptional","4 September 2014","","","","","","",
"Eyal","Israel","Couple","7.1","Good","14 August 2014","","","","","","",
"Alona","Israel","Couple","8.8","Fabulous","3 August 2014","","","","","","",
"Lee","Israel","Couple","5","Passable","1 August 2014","","","","","","",
"Eliyahu","Israel","Couple","9.6","Exceptional","6 July 2014","","","","","","",
"Zeev","Israel","Couple","9.2","Superb","3 July 2014","","","","","","",
"Konstantin","Israel","Couple","9.6","Exceptional","20 June 2014","","","","","","",
"Roie","Israel","Couple","10","Exceptional","15 June 2014","","","","","","",
"Ziv","Israel","Couple","8.8","Fabulous","7 May 2014","","","","","","",
"Gal","Israel","Group of friends","8.8","Fabulous","28 April 2014","","","","","","",
"Lee","Israel","Couple","10","Exceptional","27 April 2014","","","","","","",
"Tal","Israel","Couple","8.3","Very good","16 April 2014","","","","","","",
"Baruch","Israel","Couple","8.8","Fabulous","7 September 2013","","","","","","",
"Martin","Czech Republic","Solo traveller","8.8","Fabulous","9 October 2014","","","","","","",
"Birger","Germany","Group of friends","7.5","Good","7 October 2014","","","","","","",
"Edmund","Germany","Solo traveller","7.1","Good","4 October 2014","","","","","","",
"Niels","Denmark","Group of friends","8.8","Fabulous","30 September 2014","","","","","","",
"Richard","Germany","Couple","7.9","Good","30 September 2014","","","","","","",
"Lydia","Germany","Couple","7.5","Good","26 September 2014","","","","","","",
"Frank","Germany","Solo traveller","9.2","Superb","26 September 2014","","","","","","",
"Sebastian","Colombia","Couple","8.3","Very good","22 September 2014","","","","","","",
"Myriam","Germany","Solo traveller","7.1","Good","22 September 2014","","","","","","",
"Erika","Germany","Couple","8.3","Very good","21 September 2014","","","","","","",
"Eduard","Germany","Couple","10","Exceptional","17 September 2014","","","","","","",
"Remo","Switzerland","Solo traveller","6.3","Pleasant","16 September 2014","","","","","","",
"Seline","Switzerland","Group of friends","8.3","Very good","16 September 2014","","","","","","",
"Andrea","Germany","Couple","8.3","Very good","16 September 2014","","","","","","",
"Konrad","Germany","Solo traveller","7.5","Good","15 September 2014","","","","","","",
"Claudio","Germany","Solo traveller","9.2","Superb","14 September 2014","","","","","","",
"Hans-dieter","Germany","Couple","8.8","Fabulous","13 September 2014","","","","","","",
"Roland","Netherlands","Solo traveller","7.5","Good","11 September 2014","","","","","","",
"Johannes","Netherlands","Couple","9.2","Superb","9 September 2014","","","","","","",
"Antono","Spain","Couple","6.7","Pleasant","9 September 2014","","","","","","",
