"Name","Country","Traveler Type","Score","Score Explanation","Date","Pros","Cons","Response","Pros Original","Cons Original","Response Original"
"Anonymous","Germany","Solo traveller","10","Designhotel mit großzugigen Zimmern.","19 August 2014","The location, the county, the premises of the hotel, the room size, the designer bathroom. The staff is very friendly and customer oriented. Hats off!","The breakfast does not meet the standard of the hotel. Made (old fruit, partially moldy, dried out meats. Proximity tram and unfortunately the laundry man at 5:30 clock in front of the hotel with roll cages for one half hour crash has (truck fully loaded).","","Die Lage, der Bezirk, die Lokalen um das Hotel, die Größe des Zimmers, das Designbad. Das Personal ist sehr freundlich und Kundenorientiert. Hut ab!","Das Frühstück entspricht nicht das Niveau des Hotels. (altes Obst, teilweise verschimmelt, ausgetrockneter Aufschnitt. Die Nähe der Straßenbahn und leider der Wäschemann um 5:30 Uhr vor dem Hotel mit Rollcontainern eine Halbe Stunde lang Krach gemacht hat (LKW voll geladen).","",
"Anonymous","Czech Republic","Couple","9.6","Skvěly poměr ceny a kvality","17 August 2014","+ Modern, simple device
+ Very friendly and helpful staff
+ Non-smoking hotel
+ Clean rooms
+ Close to the center, good access to public transport
+ Parking in the yard for 8 € / day","Wifi only in public areas
- Cracked slats in the grate bed comfort and decreased quality of sleep
- Hotel is right off the track where trains run at a high frequency long into the night, but you can not sleep without earplugs","","+ Moderní, jednoduché zařízení
+ Velmi ochotný a příjemný personál
+ Nekuřácký hotel
+ Čisté pokoje
+ Blízko centra, dobrá dostupnost městskou hromadnou dopravou
+ Možnost parkování ve dvoře za 8 € / den"," Wifi pouze ve společných prostorách
- Prasklé lamely v roštu postele snížily kvalitu pohodlí a spánku
- Hotel je situován hned u trati, kde jezdí vlaky ve vysoké frekvenci dlouho do noci, ale dá se usnout i bez špuntů do uší","",
"Anonymous","Germany","Couple","8.3","Very good","12 August 2014","Furnishings is appropriate prktisch and cozy. The breakfast buffet was excellent.","The proximity to the railway line is connected to a high background noise, unfortunately! Earplugs were necessary.","","Einrichtung des Zimmers ist zweckmäßig, prktisch und gemütlich. Das Frühstücksbuffet war ausgezeichnet.","Die Nähe zur Bahnstrecke ist verbunden mit einem hohen Störlärm, leider! Ohrenstöpsel waren nötig.","",
"Anonymous","Germany","Couple","7.5","Good","9 August 2014","Despite the busy railway line: window, air conditioner, all good:-)
Many beautiful places in the area.","","","Trotz der viel befahrenen Bahnstrecke: Fenster zu, Klimaanlage an, alles gut :-)
Viele schöne Lokale in der Umgebung.","","",
"Anonymous","Germany","Couple","7.5","Good","30 July 2014","very good central location","the volume of the adjacent rail","","sehr gute zentrale Lage","die Lautstärke des angrenzenden Schienenverkehrs","",
"Anonymous","Germany","Couple","9.6","Exceptional","27 July 2014","","Not & quot; closed & quot; Bathroom / WC getting used to the room. The bathroom / WC is with frosted glass and (if not showered) quot by the &; open & quot; Squirt separated from the room.","","","Nicht "abgeschlossenes" Bad/WC im Zimmer gewöhnungsbedürftig. Das Bad/WC ist durch Mattglas und (wenn nicht geduscht wird) durch die "offene" Duschkabinentür vom Zimmer abgetrennt.","",
"Anonymous","Germany","Group of friends","8.3","Very good","24 July 2014","Very friendly staff, good position for the commuter train, in hotel near to eat lots of possibilities, the equipment super hotels with air conditioning !!!!!","","","sehr freundliches personal,gute lage zur s-bahn,in hotelnähe viele möglichkeiten essen zu gehen,ausstattung des hotels mit klimaanlage super !!!!!","","",
"Anonymous","Germany","Couple","7.5","Preis und Leistung stimmen","23 July 2014","The breakfast was very good - The
Space could also be attractive out-equips.","The position on the railway line is not for light sleepers.
For me, no problem.","","Das Frühstück war sehr gut - Der
Raum könnte aber attraktiver ausge-stattet werden.","Die Lage an der Bahnlinie ist nichts für Gäste mit leichtem Schlaf.
Für mich kein Problem.","",
"Anonymous","Belgium","Couple","8.8","Fabulous","22 July 2014","Air conditioning. Price-performance ratio was top! Friendly and extremely helpful staff. Modern, clean room","","","Klimaanlage. Preis-Leistung top! Freundliches und extrem hilfsbereites Personal. Modernes, sauberes Zimmer","","",
"Anonymous","Germany","Group of friends","7.9","Good","22 July 2014","great breakfast buffet,
very great staff","The elevator is used to,","","tolles Frühstücksbuffett, 
sehr tolles Personal","Der Aufzug ist gewöhnungsbedürftig,","",
"Anonymous","Germany","Family","5","Passable","22 July 2014","clean good bed","The Bahn and S-Bahn run every 15 minutes right outside the window.
The toilet and shower are little separated from the sleeping area (only a 4.3 high glass wall) ... the noise was stressful.
Air-conditioning has to be very rustled, not only buzzed.
Lamp did not work and a new bulb could not be delivered.","","sauberes gutes Bett","Die Bahn und S-Bahn fahren alle 15 minuten direkt am Fenster vorbei. 
Das Klo und die Dusche sind wenig vom Schlafbereich abgetrennt (nur durch eine 3/4 hohe Glaswand)... das war geräuschbelastend.
Klima-anlage hat zu sehr geraschelt, nicht nur gesummt.
Lampe funktionierte nicht und eine neue Glühbirne konnte nicht geliefert werden.","",
"Anonymous","Germany","Couple","7.1","Good","21 July 2014","The first impression of the room was great. Staff largely friendly. Value for money for the location 1A.
Despite negative impressions, one can recommend the hotel.","Despite booking a quiet room, there was a room right near the railway. Mini-bar (fridge) was not cleaned for a long time. Seals in the shower were black. Dust on various furniture. A stain on the leather bed was not cleaned the whole stay.
General cleanliness should be improved.
No privacy as milk glazed bathroom.
An elevator was about three days a lamp is broken, as they are repaired they still hung from its socket.","","Der erste Eindruck vom Zimmer war Top. Personal weitgehend freundlich. Preis-Leistung für die Lage 1A.
Trotz negativen Eindrücken, kann man das Hotel weiterempfehlen.","Trotz Buchung eines ruhigen Zimmers, gab es ein Zimmer direkt am Bahngleis. Mini-Bar (Kühlschrank) war seit längerem nicht geputzt. Dichtungen in der Dusche waren schwarz. Staub auf diversen Möbeln. Ein Fleck am Bettleder war den ganzen Aufenthalt nicht geputzt worden. 
Allgemein sollte die Sauberkeit verbessert werden.
Keine Intimsphäre da Milchverglastes Bad.
Im Aufzug war ca 3 Tage eine Lampe defekt, als man sie reparierte hing sie weiterhin aus der Fassung.","",
"Anonymous","Germany","Couple","7.1","Good","20 July 2014","Modern furnishings.
Central location.","No shower, just a bathtub.
Pillows very uncomfortable.
No door on the bathroom, just an old curtain.
Dirty window.
Stains from water damage on the ceiling.
Very noisy due to S-Bahn.
Breakfast too expensive.
Mini television.","","Moderne Einrichtung.
Zentrale Lage.","Keine dusche, nur eine badewanne.
Kissen sehr unbequem.
Keine Tür vor dem Bad, nur ein alter Vorhang. 
Dreckige Fensterbank. 
Flecken von Wasserschaden an der Decke.
Sehr laut wegen S-Bahn.
Frühstück viel zu teuer.
Mini-Fernsehr.","",
"Anonymous","Germany","Solo traveller","8.8","Fabulous","16 July 2014","Friendly, helpful staff, very neat, spacious rooms, functional and attractive amenities, best location and accessibility","All the best that the hotel the S / RB-line is close, is easily recognizable. I am however not interfere with traffic noise.","","Freundliches, hilfsbereites Personal, sehr ordentliches, geräumiges Zimmer, zweckmäßige und ansprechende Ausstattung, beste Lage und Erreichbarkeit","Alles bestens, dass das Hotel nah der S-/RB-Trasse liegt, ist leicht erkennbar. Mich stören Verkehrsgeräusche allerdings nicht.","",
"Anonymous","Germany","Couple","9.2","Überraschung!","15 July 2014","We'll gladly come again, are very satisfied!","","","Kommen gerne wieder, sind sehr zufrieden!","","",
"Anonymous","Germany","Couple","7.9","Good","13 July 2014","Modern room amenities. Good location, close to the Ku'damm.","(Near light rail) noisy at night","","Moderne Zimmerausstattung . Gute Lage ,nahe am Ku'damm .","Nachts laut ( s-Bahn nähe)","",
"Anonymous","Germany","Couple","7.9","Good","8 July 2014","Very centrally located, modern decor, lots of nice cafes nearby","Breakfast unfortunately a bit expensive, it is cheaper in the cafes, unfortunately the bathroom is only separated by a Glasewand","","Sehr zentral, moderne Einrichtung, viele nette Cafés in der Nähe","Frühstück leider etwas teuer, das gibt es in den Cafés günstiger, leider ist das Bad nur durch eine Glasewand getrennt","",
"Anonymous","Spain","Couple","5.8","Trenes","8 July 2014","The hotel is fine, is clean and very central aunq anadando can go to many places and has metro, train and bus nearby. The price is good for being a capital","The railway line is next, until 12 pm are constantly going on and the noise is very annoying. At 6 in the morn repass ....","","El hotel esta bien, es limpio y aunq no muy centrico se puede ir anadando a muchos sitios y tiene metro, tren y autobus cerca. El precio esta bien para ser una capital","La via del tren esta al lado, hasta las 12 de la noche estan constantemente pasando y el ruido es muy muy molesto. A las 6 de la mañan vuelven a pasar....","",
"Anonymous","Germany","Couple","8.8","Fabulous","8 July 2014","The room was very clean and stylish furnishings","","","Das Zimmer war sehr sauber und stilvoll eingerichtet","","",
"Anonymous","Germany","Couple","9.2","Gutes Hotel in Top Lage","8 July 2014","nice rooms
great breakfast
Everything was very clean and well maintained","The volume of the nearby elevated train.","","schöne Zimmer
tolles Frühstück
alles sehr sauber und gepflegt","Die Lautstärke der nahen Hochbahn.","",
"Anonymous","Germany","Couple","5.4","Passable","5 July 2014","","No Internet. Informed was not incurred fuel costs","","","Kein Internet. Wurde nicht über anfallende Benzinkosten aufgeklärt","",
"Anonymous","Russia","Couple","6.7","А из окна железная дорога видна.","4 July 2014","Unusual bathroom design with matte wall.","The hotel is right next to the railroad, train, though not as noisy as our own, but I still hear them, and they go very often. Designed in the original room, but the bathroom wall does not reach the ceiling and all the smells quickly spread into the room. Parking is in the courtyard and underground.One evening came and the yard did not have seats, asked for remote underground parking - a feeling that there do not go over the years the staff - all in a web of orphan packages hang, there is no convenient exit to the rooms. To exit had to open the gate again.","","Необычный дизайн ванной комнаты с матовой перегородкой.","Отель находится прямо около железной дороги, поезда хоть и не такие шумные как наши, но все равно их слышно и ходят они очень часто. Дизайн в комнате оригинальный, но перегородка в ванную комнату не доходит до потолка и все запахи быстро распространяются в комнату. Парковка есть во дворе и подземная. В один вечер приехали и во дворе не было мест, попросили пульт для подземной парковки - такое ощущение, что туда годами не заходят сотрудники - все в паутине, бесхозные пакеты висят, нет удобного выхода в к номерам. Чтобы выйти пришлось открывать опять ворота.","",
